"","Age","Electorate","Sex","count","right_left"
"1288","45–49 Years","Whanganui","Female",2526,0.223638394323632
"1289","50–54 Years","Whanganui","Female",2706,0.223638394323632
"1290","55–59 Years","Whanganui","Female",2451,0.223638394323632
"1291","60–64 Years","Whanganui","Female",2148,0.223638394323632
"1292","65–69 Years","Whanganui","Female",1974,0.223638394323632
"1293","70–74 Years","Whanganui","Female",1638,0.223638394323632
"1294","75–79 Years","Whanganui","Female",1365,0.223638394323632
"1295","80–84 Years","Whanganui","Female",1053,0.223638394323632
"1296","85 Years And Over","Whanganui","Female",1113,0.223638394323632
"1297","0–4 Years","Napier","Male",2466,0.225338985598749
"1298","5–9 Years","Napier","Male",2424,0.225338985598749
"1299","10–14 Years","Napier","Male",2517,0.225338985598749
"1300","15–19 Years","Napier","Male",2385,0.225338985598749
"1301","20–24 Years","Napier","Male",1824,0.225338985598749
"1302","25–29 Years","Napier","Male",1524,0.225338985598749
"1303","30–34 Years","Napier","Male",1602,0.225338985598749
"1304","35–39 Years","Napier","Male",1890,0.225338985598749
"1305","40–44 Years","Napier","Male",2277,0.225338985598749
"1306","45–49 Years","Napier","Male",2283,0.225338985598749
"1307","50–54 Years","Napier","Male",2490,0.225338985598749
"1308","55–59 Years","Napier","Male",2229,0.225338985598749
"1309","60–64 Years","Napier","Male",2163,0.225338985598749
"1310","65–69 Years","Napier","Male",1902,0.225338985598749
"1311","70–74 Years","Napier","Male",1425,0.225338985598749
"1312","75–79 Years","Napier","Male",1083,0.225338985598749
"1313","80–84 Years","Napier","Male",762,0.225338985598749
"1314","85 Years And Over","Napier","Male",543,0.225338985598749
"1315","0–4 Years","Napier","Female",2385,0.225338985598749
"1316","5–9 Years","Napier","Female",2478,0.225338985598749
"1317","10–14 Years","Napier","Female",2466,0.225338985598749
"1318","15–19 Years","Napier","Female",2265,0.225338985598749
"1319","20–24 Years","Napier","Female",1956,0.225338985598749
"1320","25–29 Years","Napier","Female",1779,0.225338985598749
"1321","30–34 Years","Napier","Female",1881,0.225338985598749
"1322","35–39 Years","Napier","Female",2223,0.225338985598749
"1323","40–44 Years","Napier","Female",2517,0.225338985598749
"1324","45–49 Years","Napier","Female",2580,0.225338985598749
"1325","50–54 Years","Napier","Female",2763,0.225338985598749
"1326","55–59 Years","Napier","Female",2424,0.225338985598749
"1327","60–64 Years","Napier","Female",2427,0.225338985598749
"1328","65–69 Years","Napier","Female",2022,0.225338985598749
"1329","70–74 Years","Napier","Female",1572,0.225338985598749
"1330","75–79 Years","Napier","Female",1188,0.225338985598749
"1331","80–84 Years","Napier","Female",948,0.225338985598749
"1332","85 Years And Over","Napier","Female",1011,0.225338985598749
"1333","0–4 Years","East Coast","Male",3687,0.230242134738923
"1334","5–9 Years","East Coast","Male",4005,0.230242134738923
"1335","10–14 Years","East Coast","Male",3966,0.230242134738923
"1336","15–19 Years","East Coast","Male",3402,0.230242134738923
"1337","20–24 Years","East Coast","Male",2604,0.230242134738923
"1338","25–29 Years","East Coast","Male",2109,0.230242134738923
"1339","30–34 Years","East Coast","Male",2103,0.230242134738923
"1340","35–39 Years","East Coast","Male",2520,0.230242134738923
"1341","40–44 Years","East Coast","Male",2847,0.230242134738923
"1342","45–49 Years","East Coast","Male",2871,0.230242134738923
"1343","50–54 Years","East Coast","Male",3264,0.230242134738923
"1344","55–59 Years","East Coast","Male",3057,0.230242134738923
"1345","60–64 Years","East Coast","Male",2934,0.230242134738923
"1346","65–69 Years","East Coast","Male",2319,0.230242134738923
"1347","70–74 Years","East Coast","Male",1779,0.230242134738923
"1348","75–79 Years","East Coast","Male",1215,0.230242134738923
"1349","80–84 Years","East Coast","Male",873,0.230242134738923
"1350","85 Years And Over","East Coast","Male",519,0.230242134738923
"1351","0–4 Years","East Coast","Female",3582,0.230242134738923
"1352","5–9 Years","East Coast","Female",3726,0.230242134738923
"1353","10–14 Years","East Coast","Female",3693,0.230242134738923
"1354","15–19 Years","East Coast","Female",3204,0.230242134738923
"1355","20–24 Years","East Coast","Female",2643,0.230242134738923
"1356","25–29 Years","East Coast","Female",2508,0.230242134738923
"1357","30–34 Years","East Coast","Female",2646,0.230242134738923
"1358","35–39 Years","East Coast","Female",2838,0.230242134738923
"1359","40–44 Years","East Coast","Female",3411,0.230242134738923
"1360","45–49 Years","East Coast","Female",3315,0.230242134738923
"1361","50–54 Years","East Coast","Female",3573,0.230242134738923
"1362","55–59 Years","East Coast","Female",3267,0.230242134738923
"1363","60–64 Years","East Coast","Female",2847,0.230242134738923
"1364","65–69 Years","East Coast","Female",2385,0.230242134738923
"1365","70–74 Years","East Coast","Female",1923,0.230242134738923
"1366","75–79 Years","East Coast","Female",1329,0.230242134738923
"1367","80–84 Years","East Coast","Female",1005,0.230242134738923
"1368","85 Years And Over","East Coast","Female",900,0.230242134738923
"1369","0–4 Years","Invercargill","Male",2292,0.233332206940831
"1370","5–9 Years","Invercargill","Male",2229,0.233332206940831
"1371","10–14 Years","Invercargill","Male",2184,0.233332206940831
"1372","15–19 Years","Invercargill","Male",2139,0.233332206940831
"1373","20–24 Years","Invercargill","Male",1959,0.233332206940831
"1374","25–29 Years","Invercargill","Male",1815,0.233332206940831
"1375","30–34 Years","Invercargill","Male",1737,0.233332206940831
"1376","35–39 Years","Invercargill","Male",1941,0.233332206940831
"1377","40–44 Years","Invercargill","Male",2118,0.233332206940831
"1378","45–49 Years","Invercargill","Male",2187,0.233332206940831
"1379","50–54 Years","Invercargill","Male",2316,0.233332206940831
"1380","55–59 Years","Invercargill","Male",2079,0.233332206940831
"1381","60–64 Years","Invercargill","Male",1836,0.233332206940831
"1382","65–69 Years","Invercargill","Male",1476,0.233332206940831
"1383","70–74 Years","Invercargill","Male",1134,0.233332206940831
"1384","75–79 Years","Invercargill","Male",849,0.233332206940831
"1385","80–84 Years","Invercargill","Male",579,0.233332206940831
"1386","85 Years And Over","Invercargill","Male",426,0.233332206940831
"1387","0–4 Years","Invercargill","Female",2079,0.233332206940831
"1388","5–9 Years","Invercargill","Female",2130,0.233332206940831
"1389","10–14 Years","Invercargill","Female",2136,0.233332206940831
"1390","15–19 Years","Invercargill","Female",2007,0.233332206940831
"1391","20–24 Years","Invercargill","Female",1965,0.233332206940831
"1392","25–29 Years","Invercargill","Female",1989,0.233332206940831
"1393","30–34 Years","Invercargill","Female",1998,0.233332206940831
"1394","35–39 Years","Invercargill","Female",2073,0.233332206940831
"1395","40–44 Years","Invercargill","Female",2271,0.233332206940831
"1396","45–49 Years","Invercargill","Female",2295,0.233332206940831
"1397","50–54 Years","Invercargill","Female",2493,0.233332206940831
"1398","55–59 Years","Invercargill","Female",2100,0.233332206940831
"1399","60–64 Years","Invercargill","Female",1758,0.233332206940831
"1400","65–69 Years","Invercargill","Female",1509,0.233332206940831
"1401","70–74 Years","Invercargill","Female",1206,0.233332206940831
"1402","75–79 Years","Invercargill","Female",1023,0.233332206940831
"1403","80–84 Years","Invercargill","Female",789,0.233332206940831
"1404","85 Years And Over","Invercargill","Female",852,0.233332206940831
"1405","0–4 Years","Northcote","Male",2424,0.240653988148792
"1406","5–9 Years","Northcote","Male",1989,0.240653988148792
"1407","10–14 Years","Northcote","Male",1902,0.240653988148792
"1408","15–19 Years","Northcote","Male",2073,0.240653988148792
"1409","20–24 Years","Northcote","Male",2421,0.240653988148792
"1410","25–29 Years","Northcote","Male",2271,0.240653988148792
"1411","30–34 Years","Northcote","Male",2478,0.240653988148792
"1412","35–39 Years","Northcote","Male",2388,0.240653988148792
"1413","40–44 Years","Northcote","Male",2400,0.240653988148792
"1414","45–49 Years","Northcote","Male",2115,0.240653988148792
"1415","50–54 Years","Northcote","Male",1899,0.240653988148792
"1416","55–59 Years","Northcote","Male",1617,0.240653988148792
"1417","60–64 Years","Northcote","Male",1473,0.240653988148792
"1418","65–69 Years","Northcote","Male",1284,0.240653988148792
"1419","70–74 Years","Northcote","Male",909,0.240653988148792
"1420","75–79 Years","Northcote","Male",633,0.240653988148792
"1421","80–84 Years","Northcote","Male",414,0.240653988148792
"1422","85 Years And Over","Northcote","Male",309,0.240653988148792
"1423","0–4 Years","Northcote","Female",2346,0.240653988148792
"1424","5–9 Years","Northcote","Female",1995,0.240653988148792
"1425","10–14 Years","Northcote","Female",1785,0.240653988148792
"1426","15–19 Years","Northcote","Female",2058,0.240653988148792
"1427","20–24 Years","Northcote","Female",2397,0.240653988148792
"1428","25–29 Years","Northcote","Female",2421,0.240653988148792
"1429","30–34 Years","Northcote","Female",2775,0.240653988148792
"1430","35–39 Years","Northcote","Female",2628,0.240653988148792
"1431","40–44 Years","Northcote","Female",2655,0.240653988148792
"1432","45–49 Years","Northcote","Female",2301,0.240653988148792
"1433","50–54 Years","Northcote","Female",2151,0.240653988148792
"1434","55–59 Years","Northcote","Female",1887,0.240653988148792
"1435","60–64 Years","Northcote","Female",1563,0.240653988148792
"1436","65–69 Years","Northcote","Female",1410,0.240653988148792
"1437","70–74 Years","Northcote","Female",1092,0.240653988148792
"1438","75–79 Years","Northcote","Female",693,0.240653988148792
"1439","80–84 Years","Northcote","Female",528,0.240653988148792
"1440","85 Years And Over","Northcote","Female",657,0.240653988148792
"1441","0–4 Years","Papakura","Male",3225,0.274083812654067
"1442","5–9 Years","Papakura","Male",2991,0.274083812654067
"1443","10–14 Years","Papakura","Male",2850,0.274083812654067
"1444","15–19 Years","Papakura","Male",2679,0.274083812654067
"1445","20–24 Years","Papakura","Male",2502,0.274083812654067
"1446","25–29 Years","Papakura","Male",2208,0.274083812654067
"1447","30–34 Years","Papakura","Male",2073,0.274083812654067
"1448","35–39 Years","Papakura","Male",2178,0.274083812654067
"1449","40–44 Years","Papakura","Male",2454,0.274083812654067
"1450","45–49 Years","Papakura","Male",2418,0.274083812654067
"1451","50–54 Years","Papakura","Male",2421,0.274083812654067
"1452","55–59 Years","Papakura","Male",1929,0.274083812654067
"1453","60–64 Years","Papakura","Male",1743,0.274083812654067
"1454","65–69 Years","Papakura","Male",1374,0.274083812654067
"1455","70–74 Years","Papakura","Male",969,0.274083812654067
"1456","75–79 Years","Papakura","Male",615,0.274083812654067
"1457","80–84 Years","Papakura","Male",492,0.274083812654067
"1458","85 Years And Over","Papakura","Male",339,0.274083812654067
"1459","0–4 Years","Papakura","Female",3066,0.274083812654067
"1460","5–9 Years","Papakura","Female",2910,0.274083812654067
"1461","10–14 Years","Papakura","Female",2679,0.274083812654067
"1462","15–19 Years","Papakura","Female",2703,0.274083812654067
"1463","20–24 Years","Papakura","Female",2646,0.274083812654067
"1464","25–29 Years","Papakura","Female",2448,0.274083812654067
"1465","30–34 Years","Papakura","Female",2481,0.274083812654067
"1466","35–39 Years","Papakura","Female",2499,0.274083812654067
"1467","40–44 Years","Papakura","Female",2778,0.274083812654067
"1468","45–49 Years","Papakura","Female",2718,0.274083812654067
"1469","50–54 Years","Papakura","Female",2646,0.274083812654067
"1470","55–59 Years","Papakura","Female",2109,0.274083812654067
"1471","60–64 Years","Papakura","Female",1776,0.274083812654067
"1472","65–69 Years","Papakura","Female",1335,0.274083812654067
"1473","70–74 Years","Papakura","Female",1101,0.274083812654067
"1474","75–79 Years","Papakura","Female",765,0.274083812654067
"1475","80–84 Years","Papakura","Female",654,0.274083812654067
"1476","85 Years And Over","Papakura","Female",594,0.274083812654067
"1477","0–4 Years","Tukituki","Male",2745,0.295157148098325
"1478","5–9 Years","Tukituki","Male",2844,0.295157148098325
"1479","10–14 Years","Tukituki","Male",2883,0.295157148098325
"1480","15–19 Years","Tukituki","Male",2640,0.295157148098325
"1481","20–24 Years","Tukituki","Male",1878,0.295157148098325
"1482","25–29 Years","Tukituki","Male",1752,0.295157148098325
"1483","30–34 Years","Tukituki","Male",1707,0.295157148098325
"1484","35–39 Years","Tukituki","Male",1992,0.295157148098325
"1485","40–44 Years","Tukituki","Male",2337,0.295157148098325
"1486","45–49 Years","Tukituki","Male",2541,0.295157148098325
"1487","50–54 Years","Tukituki","Male",2550,0.295157148098325
"1488","55–59 Years","Tukituki","Male",2220,0.295157148098325
"1489","60–64 Years","Tukituki","Male",2076,0.295157148098325
"1490","65–69 Years","Tukituki","Male",1812,0.295157148098325
"1491","70–74 Years","Tukituki","Male",1320,0.295157148098325
"1492","75–79 Years","Tukituki","Male",927,0.295157148098325
"1493","80–84 Years","Tukituki","Male",639,0.295157148098325
"1494","85 Years And Over","Tukituki","Male",513,0.295157148098325
"1495","0–4 Years","Tukituki","Female",2769,0.295157148098325
"1496","5–9 Years","Tukituki","Female",2679,0.295157148098325
"1497","10–14 Years","Tukituki","Female",2886,0.295157148098325
"1498","15–19 Years","Tukituki","Female",2394,0.295157148098325
"1499","20–24 Years","Tukituki","Female",1980,0.295157148098325
"1500","25–29 Years","Tukituki","Female",1869,0.295157148098325
"1501","30–34 Years","Tukituki","Female",1857,0.295157148098325
"1502","35–39 Years","Tukituki","Female",2319,0.295157148098325
"1503","40–44 Years","Tukituki","Female",2811,0.295157148098325
"1504","45–49 Years","Tukituki","Female",2688,0.295157148098325
"1505","50–54 Years","Tukituki","Female",2808,0.295157148098325
"1506","55–59 Years","Tukituki","Female",2451,0.295157148098325
"1507","60–64 Years","Tukituki","Female",2256,0.295157148098325
"1508","65–69 Years","Tukituki","Female",1920,0.295157148098325
"1509","70–74 Years","Tukituki","Female",1479,0.295157148098325
"1510","75–79 Years","Tukituki","Female",1074,0.295157148098325
"1511","80–84 Years","Tukituki","Female",876,0.295157148098325
"1512","85 Years And Over","Tukituki","Female",915,0.295157148098325
"1513","0–4 Years","Northland","Male",2991,0.312992778109057
"1514","5–9 Years","Northland","Male",3054,0.312992778109057
"1515","10–14 Years","Northland","Male",3243,0.312992778109057
"1516","15–19 Years","Northland","Male",2742,0.312992778109057
"1517","20–24 Years","Northland","Male",1809,0.312992778109057
"1518","25–29 Years","Northland","Male",1575,0.312992778109057
"1519","30–34 Years","Northland","Male",1662,0.312992778109057
"1520","35–39 Years","Northland","Male",1914,0.312992778109057
"1521","40–44 Years","Northland","Male",2424,0.312992778109057
"1522","45–49 Years","Northland","Male",2718,0.312992778109057
"1523","50–54 Years","Northland","Male",3168,0.312992778109057
"1524","55–59 Years","Northland","Male",3066,0.312992778109057
"1525","60–64 Years","Northland","Male",3087,0.312992778109057
"1526","65–69 Years","Northland","Male",2775,0.312992778109057
"1527","70–74 Years","Northland","Male",2211,0.312992778109057
"1528","75–79 Years","Northland","Male",1284,0.312992778109057
"1529","80–84 Years","Northland","Male",822,0.312992778109057
"1530","85 Years And Over","Northland","Male",525,0.312992778109057
"1531","0–4 Years","Northland","Female",2796,0.312992778109057
"1532","5–9 Years","Northland","Female",3021,0.312992778109057
"1533","10–14 Years","Northland","Female",3090,0.312992778109057
"1534","15–19 Years","Northland","Female",2550,0.312992778109057
"1535","20–24 Years","Northland","Female",1848,0.312992778109057
"1536","25–29 Years","Northland","Female",1740,0.312992778109057
"1537","30–34 Years","Northland","Female",1872,0.312992778109057
"1538","35–39 Years","Northland","Female",2280,0.312992778109057
"1539","40–44 Years","Northland","Female",2694,0.312992778109057
"1540","45–49 Years","Northland","Female",3144,0.312992778109057
"1541","50–54 Years","Northland","Female",3444,0.312992778109057
"1542","55–59 Years","Northland","Female",3288,0.312992778109057
"1543","60–64 Years","Northland","Female",3150,0.312992778109057
"1544","65–69 Years","Northland","Female",2748,0.312992778109057
"1545","70–74 Years","Northland","Female",1968,0.312992778109057
"1546","75–79 Years","Northland","Female",1242,0.312992778109057
"1547","80–84 Years","Northland","Female",828,0.312992778109057
"1548","85 Years And Over","Northland","Female",792,0.312992778109057
"1549","0–4 Years","Upper Harbour","Male",2736,0.319151717151913
"1550","5–9 Years","Upper Harbour","Male",2448,0.319151717151913
"1551","10–14 Years","Upper Harbour","Male",2331,0.319151717151913
"1552","15–19 Years","Upper Harbour","Male",2424,0.319151717151913
"1553","20–24 Years","Upper Harbour","Male",2538,0.319151717151913
"1554","25–29 Years","Upper Harbour","Male",2406,0.319151717151913
"1555","30–34 Years","Upper Harbour","Male",2496,0.319151717151913
"1556","35–39 Years","Upper Harbour","Male",2244,0.319151717151913
"1557","40–44 Years","Upper Harbour","Male",2472,0.319151717151913
"1558","45–49 Years","Upper Harbour","Male",2283,0.319151717151913
"1559","50–54 Years","Upper Harbour","Male",2115,0.319151717151913
"1560","55–59 Years","Upper Harbour","Male",1725,0.319151717151913
"1561","60–64 Years","Upper Harbour","Male",1479,0.319151717151913
"1562","65–69 Years","Upper Harbour","Male",1113,0.319151717151913
"1563","70–74 Years","Upper Harbour","Male",753,0.319151717151913
"1564","75–79 Years","Upper Harbour","Male",483,0.319151717151913
"1565","80–84 Years","Upper Harbour","Male",246,0.319151717151913
"1566","85 Years And Over","Upper Harbour","Male",189,0.319151717151913
"1567","0–4 Years","Upper Harbour","Female",2619,0.319151717151913
"1568","5–9 Years","Upper Harbour","Female",2277,0.319151717151913
"1569","10–14 Years","Upper Harbour","Female",2193,0.319151717151913
"1570","15–19 Years","Upper Harbour","Female",2319,0.319151717151913
"1571","20–24 Years","Upper Harbour","Female",2454,0.319151717151913
"1572","25–29 Years","Upper Harbour","Female",2511,0.319151717151913
"1573","30–34 Years","Upper Harbour","Female",2616,0.319151717151913
"1574","35–39 Years","Upper Harbour","Female",2478,0.319151717151913
"1575","40–44 Years","Upper Harbour","Female",2682,0.319151717151913
"1576","45–49 Years","Upper Harbour","Female",2613,0.319151717151913
"1577","50–54 Years","Upper Harbour","Female",2304,0.319151717151913
"1578","55–59 Years","Upper Harbour","Female",1896,0.319151717151913
"1579","60–64 Years","Upper Harbour","Female",1542,0.319151717151913
"1580","65–69 Years","Upper Harbour","Female",1221,0.319151717151913
"1581","70–74 Years","Upper Harbour","Female",765,0.319151717151913
"1582","75–79 Years","Upper Harbour","Female",561,0.319151717151913
"1583","80–84 Years","Upper Harbour","Female",309,0.319151717151913
"1584","85 Years And Over","Upper Harbour","Female",306,0.319151717151913
"1585","0–4 Years","Wairarapa","Male",2286,0.320160543377586
"1586","5–9 Years","Wairarapa","Male",2340,0.320160543377586
"1587","10–14 Years","Wairarapa","Male",2334,0.320160543377586
"1588","15–19 Years","Wairarapa","Male",2178,0.320160543377586
"1589","20–24 Years","Wairarapa","Male",1563,0.320160543377586
"1590","25–29 Years","Wairarapa","Male",1335,0.320160543377586
"1591","30–34 Years","Wairarapa","Male",1506,0.320160543377586
"1592","35–39 Years","Wairarapa","Male",1737,0.320160543377586
"1593","40–44 Years","Wairarapa","Male",2109,0.320160543377586
"1594","45–49 Years","Wairarapa","Male",2205,0.320160543377586
"1595","50–54 Years","Wairarapa","Male",2490,0.320160543377586
"1596","55–59 Years","Wairarapa","Male",2442,0.320160543377586
"1597","60–64 Years","Wairarapa","Male",2316,0.320160543377586
"1598","65–69 Years","Wairarapa","Male",2040,0.320160543377586
"1599","70–74 Years","Wairarapa","Male",1503,0.320160543377586
"1600","75–79 Years","Wairarapa","Male",1053,0.320160543377586
"1601","80–84 Years","Wairarapa","Male",717,0.320160543377586
"1602","85 Years And Over","Wairarapa","Male",504,0.320160543377586
"1603","0–4 Years","Wairarapa","Female",2217,0.320160543377586
"1604","5–9 Years","Wairarapa","Female",2325,0.320160543377586
"1605","10–14 Years","Wairarapa","Female",2187,0.320160543377586
"1606","15–19 Years","Wairarapa","Female",2004,0.320160543377586
"1607","20–24 Years","Wairarapa","Female",1569,0.320160543377586
"1608","25–29 Years","Wairarapa","Female",1467,0.320160543377586
"1609","30–34 Years","Wairarapa","Female",1686,0.320160543377586
"1610","35–39 Years","Wairarapa","Female",1893,0.320160543377586
"1611","40–44 Years","Wairarapa","Female",2442,0.320160543377586
"1612","45–49 Years","Wairarapa","Female",2406,0.320160543377586
"1613","50–54 Years","Wairarapa","Female",2652,0.320160543377586
"1614","55–59 Years","Wairarapa","Female",2496,0.320160543377586
"1615","60–64 Years","Wairarapa","Female",2361,0.320160543377586
"1616","65–69 Years","Wairarapa","Female",1986,0.320160543377586
"1617","70–74 Years","Wairarapa","Female",1590,0.320160543377586
"1618","75–79 Years","Wairarapa","Female",1152,0.320160543377586
"1619","80–84 Years","Wairarapa","Female",945,0.320160543377586
"1620","85 Years And Over","Wairarapa","Female",957,0.320160543377586
"1621","0–4 Years","Whangarei","Male",2652,0.322416279442397
"1622","5–9 Years","Whangarei","Male",2715,0.322416279442397
"1623","10–14 Years","Whangarei","Male",2637,0.322416279442397
"1624","15–19 Years","Whangarei","Male",2424,0.322416279442397
"1625","20–24 Years","Whangarei","Male",1740,0.322416279442397
"1626","25–29 Years","Whangarei","Male",1683,0.322416279442397
"1627","30–34 Years","Whangarei","Male",1515,0.322416279442397
"1628","35–39 Years","Whangarei","Male",1788,0.322416279442397
"1629","40–44 Years","Whangarei","Male",2280,0.322416279442397
"1630","45–49 Years","Whangarei","Male",2403,0.322416279442397
"1631","50–54 Years","Whangarei","Male",2457,0.322416279442397
"1632","55–59 Years","Whangarei","Male",2385,0.322416279442397
"1633","60–64 Years","Whangarei","Male",2211,0.322416279442397
"1634","65–69 Years","Whangarei","Male",2016,0.322416279442397
"1635","70–74 Years","Whangarei","Male",1551,0.322416279442397
"1636","75–79 Years","Whangarei","Male",1155,0.322416279442397
"1637","80–84 Years","Whangarei","Male",807,0.322416279442397
"1638","85 Years And Over","Whangarei","Male",600,0.322416279442397
"1639","0–4 Years","Whangarei","Female",2586,0.322416279442397
"1640","5–9 Years","Whangarei","Female",2625,0.322416279442397
"1641","10–14 Years","Whangarei","Female",2487,0.322416279442397
"1642","15–19 Years","Whangarei","Female",2235,0.322416279442397
"1643","20–24 Years","Whangarei","Female",1878,0.322416279442397
"1644","25–29 Years","Whangarei","Female",1881,0.322416279442397
"1645","30–34 Years","Whangarei","Female",1818,0.322416279442397
"1646","35–39 Years","Whangarei","Female",2190,0.322416279442397
"1647","40–44 Years","Whangarei","Female",2733,0.322416279442397
"1648","45–49 Years","Whangarei","Female",2700,0.322416279442397
"1649","50–54 Years","Whangarei","Female",2856,0.322416279442397
"1650","55–59 Years","Whangarei","Female",2529,0.322416279442397
"1651","60–64 Years","Whangarei","Female",2367,0.322416279442397
"1652","65–69 Years","Whangarei","Female",2106,0.322416279442397
"1653","70–74 Years","Whangarei","Female",1749,0.322416279442397
"1654","75–79 Years","Whangarei","Female",1281,0.322416279442397
"1655","80–84 Years","Whangarei","Female",1023,0.322416279442397
"1656","85 Years And Over","Whangarei","Female",1083,0.322416279442397
"1657","0–4 Years","Rotorua","Male",2997,0.325929769935997
"1658","5–9 Years","Rotorua","Male",2973,0.325929769935997
"1659","10–14 Years","Rotorua","Male",3183,0.325929769935997
"1660","15–19 Years","Rotorua","Male",2832,0.325929769935997
"1661","20–24 Years","Rotorua","Male",2352,0.325929769935997
"1662","25–29 Years","Rotorua","Male",2013,0.325929769935997
"1663","30–34 Years","Rotorua","Male",1881,0.325929769935997
"1664","35–39 Years","Rotorua","Male",2163,0.325929769935997
"1665","40–44 Years","Rotorua","Male",2487,0.325929769935997
"1666","45–49 Years","Rotorua","Male",2553,0.325929769935997
"1667","50–54 Years","Rotorua","Male",2676,0.325929769935997
"1668","55–59 Years","Rotorua","Male",2328,0.325929769935997
"1669","60–64 Years","Rotorua","Male",2094,0.325929769935997
"1670","65–69 Years","Rotorua","Male",1722,0.325929769935997
"1671","70–74 Years","Rotorua","Male",1365,0.325929769935997
"1672","75–79 Years","Rotorua","Male",900,0.325929769935997
"1673","80–84 Years","Rotorua","Male",645,0.325929769935997
"1674","85 Years And Over","Rotorua","Male",459,0.325929769935997
"1675","0–4 Years","Rotorua","Female",2811,0.325929769935997
"1676","5–9 Years","Rotorua","Female",2895,0.325929769935997
"1677","10–14 Years","Rotorua","Female",2913,0.325929769935997
"1678","15–19 Years","Rotorua","Female",2646,0.325929769935997
"1679","20–24 Years","Rotorua","Female",2271,0.325929769935997
"1680","25–29 Years","Rotorua","Female",2253,0.325929769935997
"1681","30–34 Years","Rotorua","Female",2175,0.325929769935997
"1682","35–39 Years","Rotorua","Female",2541,0.325929769935997
"1683","40–44 Years","Rotorua","Female",2862,0.325929769935997
"1684","45–49 Years","Rotorua","Female",2886,0.325929769935997
"1685","50–54 Years","Rotorua","Female",2916,0.325929769935997
"1686","55–59 Years","Rotorua","Female",2550,0.325929769935997
"1687","60–64 Years","Rotorua","Female",2244,0.325929769935997
"1688","65–69 Years","Rotorua","Female",1830,0.325929769935997
"1689","70–74 Years","Rotorua","Female",1440,0.325929769935997
"1690","75–79 Years","Rotorua","Female",1020,0.325929769935997
"1691","80–84 Years","Rotorua","Female",801,0.325929769935997
"1692","85 Years And Over","Rotorua","Female",852,0.325929769935997
"1693","0–4 Years","New Plymouth","Male",2427,0.33158506421909
"1694","5–9 Years","New Plymouth","Male",2409,0.33158506421909
"1695","10–14 Years","New Plymouth","Male",2349,0.33158506421909
"1696","15–19 Years","New Plymouth","Male",2199,0.33158506421909
"1697","20–24 Years","New Plymouth","Male",1956,0.33158506421909
"1698","25–29 Years","New Plymouth","Male",1764,0.33158506421909
"1699","30–34 Years","New Plymouth","Male",1902,0.33158506421909
"1700","35–39 Years","New Plymouth","Male",2025,0.33158506421909
"1701","40–44 Years","New Plymouth","Male",2286,0.33158506421909
"1702","45–49 Years","New Plymouth","Male",2262,0.33158506421909
"1703","50–54 Years","New Plymouth","Male",2346,0.33158506421909
"1704","55–59 Years","New Plymouth","Male",2148,0.33158506421909
"1705","60–64 Years","New Plymouth","Male",2076,0.33158506421909
"1706","65–69 Years","New Plymouth","Male",1671,0.33158506421909
"1707","70–74 Years","New Plymouth","Male",1239,0.33158506421909
"1708","75–79 Years","New Plymouth","Male",972,0.33158506421909
"1709","80–84 Years","New Plymouth","Male",741,0.33158506421909
"1710","85 Years And Over","New Plymouth","Male",585,0.33158506421909
"1711","0–4 Years","New Plymouth","Female",2328,0.33158506421909
"1712","5–9 Years","New Plymouth","Female",2238,0.33158506421909
"1713","10–14 Years","New Plymouth","Female",2247,0.33158506421909
"1714","15–19 Years","New Plymouth","Female",2061,0.33158506421909
"1715","20–24 Years","New Plymouth","Female",1872,0.33158506421909
"1716","25–29 Years","New Plymouth","Female",1914,0.33158506421909
"1717","30–34 Years","New Plymouth","Female",1944,0.33158506421909
"1718","35–39 Years","New Plymouth","Female",2289,0.33158506421909
"1719","40–44 Years","New Plymouth","Female",2574,0.33158506421909
"1720","45–49 Years","New Plymouth","Female",2409,0.33158506421909
"1721","50–54 Years","New Plymouth","Female",2625,0.33158506421909
"1722","55–59 Years","New Plymouth","Female",2382,0.33158506421909
"1723","60–64 Years","New Plymouth","Female",2112,0.33158506421909
"1724","65–69 Years","New Plymouth","Female",1797,0.33158506421909
"1725","70–74 Years","New Plymouth","Female",1362,0.33158506421909
"1726","75–79 Years","New Plymouth","Female",1182,0.33158506421909
"1727","80–84 Years","New Plymouth","Female",993,0.33158506421909
"1728","85 Years And Over","New Plymouth","Female",1125,0.33158506421909
"1729","0–4 Years","Ilam","Male",1539,0.332043179825225
"1730","5–9 Years","Ilam","Male",1671,0.332043179825225
"1731","10–14 Years","Ilam","Male",2103,0.332043179825225
"1732","15–19 Years","Ilam","Male",3057,0.332043179825225
"1733","20–24 Years","Ilam","Male",3249,0.332043179825225
"1734","25–29 Years","Ilam","Male",1848,0.332043179825225
"1735","30–34 Years","Ilam","Male",1506,0.332043179825225
"1736","35–39 Years","Ilam","Male",1461,0.332043179825225
"1737","40–44 Years","Ilam","Male",1779,0.332043179825225
"1738","45–49 Years","Ilam","Male",1926,0.332043179825225
"1739","50–54 Years","Ilam","Male",2151,0.332043179825225
"1740","55–59 Years","Ilam","Male",1812,0.332043179825225
"1741","60–64 Years","Ilam","Male",1503,0.332043179825225
"1742","65–69 Years","Ilam","Male",1305,0.332043179825225
